user_id,user_threshold
u_0,0.2781065088757396
u_1,0.23302752293577983
u_10,0.25833333333333336
u_11,0.2456804281345566
u_12,0.23302752293577983
u_13,0.2545374617737002
u_14,0.25833333333333336
u_15,0.2781065088757396
u_16,0.25833333333333336
u_17,0.2781065088757396
u_18,0.27797501643655487
u_19,0.2781065088757396
u_2,0.2781065088757396
u_20,0.2781065088757396
u_21,0.2781065088757396
u_22,0.25833333333333336
u_23,0.25200688073394495
u_24,0.2545374617737002
u_25,0.2781065088757396
u_26,0.25833333333333336
u_27,0.23302752293577983
u_28,0.25833333333333336
u_29,0.23302752293577983
u_3,0.23302752293577983
u_30,0.2682199211045365
u_31,0.25833333333333336
u_32,0.2781065088757396
u_33,0.2781065088757396
u_34,0.25833333333333336
u_35,0.25833333333333336
u_36,0.2781065088757396
u_37,0.2777777777777778
u_38,0.2781065088757396
u_39,0.2781065088757396
u_4,0.2779257067718606
u_40,0.2781065088757396
u_41,0.25200688073394495
u_42,0.2781065088757396
u_43,0.2393539755351682
u_44,0.23808868501529024
u_45,0.25833333333333336
u_46,0.25833333333333336
u_47,0.25833333333333336
u_48,0.25833333333333336
u_49,0.23302752293577983
u_5,0.27797377200231616
u_50,0.25833333333333336
u_51,0.25833333333333336
u_52,0.23302752293577983
u_53,0.2593219921104536
u_54,0.23302752293577983
u_55,0.2781065088757396
u_56,0.25833333333333336
u_57,0.2781065088757396
u_58,0.2781065088757396
u_59,0.2781065088757396
u_6,0.25833333333333336
u_60,0.2781065088757396
u_61,0.2781065088757396
u_62,0.25833333333333336
u_63,0.25833333333333336
u_64,0.25833333333333336
u_65,0.2781065088757396
u_66,0.25833333333333336
u_67,0.2751405325443786
u_68,0.24061926605504583
u_69,0.25833333333333336
u_7,0.25833333333333336
u_70,0.25833333333333336
u_71,0.2781065088757396
u_72,0.2781065088757396
u_73,0.2781065088757396
u_74,0.23302752293577983
u_75,0.23682339449541265
u_76,0.25833333333333336
u_77,0.2781065088757396
u_78,0.2781065088757396
u_79,0.2781065088757396
u_8,0.26319444444444445
u_80,0.2781065088757396
u_81,0.2781065088757396
u_82,0.2777777777777778
u_83,0.25833333333333336
u_84,0.23302752293577983
u_85,0.25833333333333336
u_86,0.23302752293577983
u_87,0.25833333333333336
u_88,0.23302752293577983
u_89,0.274861111111111
u_9,0.25833333333333336
u_90,0.25833333333333336
u_91,0.27784352399737017
u_92,0.23302752293577983
u_93,0.25833333333333336
u_94,0.25833333333333336
u_95,0.2781065088757396
u_96,0.2781065088757396
u_97,0.2781065088757396
u_98,0.2781065088757396
u_99,0.2781065088757396
